,sectors,sector_budgets,type_project,budget_project,startday_project,start_year,start_month,enddate_project,end_year,end_month,duration_project,project_area,region_project,status_project
1039, Governmental,1436611825301,Governmental,95000000.0,2008-09-01,2008.0,9.0,2012-11-01,2012.0,11.0,1522.0,,JEDDAH,Complete
1040, Governmental,1436611825301,"Governmental, Scientific",50000000.0,2015-03-01,2015.0,3.0,,,,,40000.0,UNAYZAH,Under the construction
1041, Governmental,1436611825301,"Infrastructure, Governmental",100000000.0,2014-09-28,2014.0,9.0,2016-03-22,2016.0,3.0,541.0,580000.0,UNAYZAH,Late
1042, Governmental,1436611825301,"Hotel, Governmental, Residential",,,,,,,,,,MECCA,Announced
1043, Governmental,1436611825301,"Hotel, Commercial, Governmental, Residential",7000000000.0,,,,,,,,98562.0,MECCA,Announced
1044, Governmental,1436611825301,Governmental,30683575.0,2015-04-01,2015.0,4.0,,,,,75000.0,TUBARJAL,Under the construction
1045, Governmental,1436611825301,Governmental,,,,,,,,,35000.0,RIYADH,Announced
1046, Governmental,1436611825301,"Governmental, Industrial",150000000.0,2013-11-01,2013.0,11.0,2017-01-31,2017.0,1.0,1187.0,10500.0,RIYADH,Late
1047, Governmental,1436611825301,"Governmental, Sports",150000000.0,2012-05-19,2012.0,5.0,2014-10-13,2014.0,10.0,877.0,,JEDDAH,Stumbled
1048, Governmental,1436611825301,Governmental,53700000.0,,,,2017-03-31,2017.0,3.0,,57500.0,ARRASS,Complete
1049, Governmental,1436611825301,Governmental,,,,,,,,,,JEDDAH,Suggested projects
1050, Governmental,1436611825301,Governmental,,2014-03-22,2014.0,3.0,2017-04-01,2017.0,4.0,1106.0,,JEDDAH,Late
1051, Governmental,1436611825301,"Governmental, Residential, Health",11330757975.0,2013-04-16,2013.0,4.0,,,,,,JEDDAH,Under the construction
1052, Governmental,1436611825301,"Governmental, Residential",45000000.0,2010-10-15,2010.0,10.0,2012-10-15,2012.0,10.0,731.0,245000.0,ARRASS,Stumbled
1053, Governmental,1436611825301,"Governmental, Residential",1288153974.0,2010-10-06,2010.0,10.0,2014-10-23,2014.0,10.0,1478.0,735062.0,JEDDAH,Late
1054, Governmental,1436611825301,"Governmental, Health",,2016-02-01,2016.0,2.0,,,,,1508.0,JEDDAH,Under the construction
1055, Governmental,1436611825301,"Hotel, Infrastructure, Commercial, Tourist, Governmental",90000000.0,,,,,,,,6000000.0,"MECCA, TAIF",Under the construction
1056, Governmental,1436611825301,"Commercial, Governmental, Charity, Sports, Residential",,2016-11-01,2016.0,11.0,2020-12-31,2020.0,12.0,1521.0,,JEDDAH,Under the construction
1057, Governmental,1436611825301,"Governmental, Health",8157193.0,2015-10-09,2015.0,10.0,2017-03-09,2017.0,3.0,517.0,5000.0,HAFAR ALBATIN,Complete
1058, Governmental,1436611825301,"Governmental, Scientific",50000000.0,2014-01-01,2014.0,1.0,,,,,,RIYADH,Under the construction
1059, Governmental,1436611825301,"Hotel, Tourist, Governmental",55103493.0,2014-01-05,2014.0,1.0,,,,,,HAFAR ALBATIN,Under the construction
1060, Governmental,1436611825301,"Infrastructure, Governmental",,,,,,,,,,RIYADH,Suggested projects
1061, Governmental,1436611825301,"Infrastructure, Governmental",,,,,,,,,,RIYADH,Suggested projects
1062, Governmental,1436611825301,Governmental,,,,,,,,,,ALDAMMAM,Under the construction
1063, Governmental,1436611825301,Governmental,,,,,,,,,,RIYADH,Announced
1064, Governmental,1436611825301,Governmental,,,,,,,,,224000.0,RIYADH,Announced
1065, Governmental,1436611825301,Governmental,,,,,,,,,224100.0,RIYADH,Announced
1066, Governmental,1436611825301,"Infrastructure, Commercial, Governmental",,,,,,,,,55000000.0,ALHASSA,Announced
1067, Governmental,1436611825301,"Hotel, Infrastructure, Commercial, Tourist, Governmental",,,,,,,,,40468.5642,RIYADH,Under the construction
1068, Governmental,1436611825301,Governmental,284478441.0,2015-03-11,2015.0,3.0,2018-06-12,2018.0,6.0,1189.0,22100.0,RIYADH,Stumbled
1069, Governmental,1436611825301,Governmental,500000000.0,2016-12-16,2016.0,12.0,2018-12-17,2018.0,12.0,731.0,,RIYADH,Announced
1070, Governmental,1436611825301,"Commercial, Governmental",,,,,,,,,3750.0,RIYADH,Suggested projects
1071, Governmental,1436611825301,"Infrastructure, Governmental",,,,,,,,,,MECCA,Suggested projects
1072, Governmental,1436611825301,Governmental,250000000.0,2014-05-01,2014.0,5.0,2017-05-01,2017.0,5.0,1096.0,46000.0,RIYADH,Late
1073, Governmental,1436611825301,"Infrastructure, Governmental",835310898.0,2015-07-01,2015.0,7.0,2017-06-09,2017.0,6.0,709.0,,TABUK,Announced
1074, Governmental,1436611825301,"Commercial, Governmental",,,,,,,,,,MEDINA,Announced
1075, Governmental,1436611825301,Governmental,,,,,,,,,,RIYADH,Complete
1076, Governmental,1436611825301,"Infrastructure, Governmental, Residential",1082741882.0,2013-10-21,2013.0,10.0,2015-10-11,2015.0,10.0,720.0,5901351.0,ALDAMMAM,Late
1077, Governmental,1436611825301,"Infrastructure, Governmental, Residential",669206017.0,2013-09-30,2013.0,9.0,2015-09-08,2015.0,9.0,708.0,3934234.0,ALDAMMAM,Late
1078, Governmental,1436611825301,Governmental,80000000.0,,,,,,,,,JEDDAH,Suggested projects
1079, Governmental,1436611825301,"Infrastructure, Governmental, Residential",378100000.0,2013-01-21,2013.0,1.0,2015-12-31,2015.0,12.0,1074.0,999774.0,ABHA,Late
1080, Governmental,1436611825301,"Infrastructure, Governmental, Residential",130304594.0,2014-06-04,2014.0,6.0,2016-05-24,2016.0,5.0,720.0,4901633.0,"ASEER, KAHMIS MUSHAIT",Late
1081, Governmental,1436611825301,"Infrastructure, Governmental, Residential",480466305.0,2013-09-09,2013.0,9.0,2015-09-09,2015.0,9.0,730.0,2675225.0,JEDDAH,Late
1082, Governmental,1436611825301,"Infrastructure, Governmental, Residential",338494446.0,2013-08-18,2013.0,8.0,2015-08-17,2015.0,8.0,729.0,1999999.0,JEDDAH,Late
1083, Governmental,1436611825301,"Governmental, Charity",4500000000.0,2006-01-16,2006.0,1.0,2009-11-07,2009.0,11.0,1391.0,,MECCA,Complete
1084, Governmental,1436611825301,"Infrastructure, Commercial, Governmental",,1976-01-01,1976.0,1.0,,,,,,JEDDAH,Complete
1085, Governmental,1436611825301,"Tourist, Governmental",,,,,2030-12-31,2030.0,12.0,,,AL-JUBAIL,Suggested projects
1086, Governmental,1436611825301,"Governmental, Residential, Scientific",,2015-08-14,2015.0,8.0,2019-12-31,2019.0,12.0,1600.0,,ALJUBAIL,Under the construction
1087, Governmental,1436611825301,"Infrastructure, Governmental",,,,,,,,,,JEDDAH,Complete
1088, Governmental,1436611825301,"Infrastructure, Governmental",4000000000.0,1975-07-01,1975.0,7.0,1982-12-31,1982.0,12.0,2740.0,,JEDDAH,Complete
1089, Governmental,1436611825301,"Infrastructure, Governmental, Residential",,,,,,,,,,BAHRAH,Under the construction
1090, Governmental,1436611825301,"Governmental, Charity",,,,,,,,,,MECCA,Announced
1091, Governmental,1436611825301,"Tourist, Governmental",,,,,1999-01-23,1999.0,1.0,,440000.0,RIYADH,Complete
1092, Governmental,1436611825301,"Commercial, Educational, Governmental, Charity, Residential, Health",1500000000.0,,,,2017-12-31,2017.0,12.0,,,KING ABDULLAH CITY,Late
1093, Governmental,1436611825301,"Tourist, Governmental",,,,,,,,,,JAZAN,Suggested projects
1094, Governmental,1436611825301,Governmental,,,,,,,,,,RIYADH,Announced
1095, Governmental,1436611825301,Governmental,,,,,,,,,138000.0,RIYADH,Announced
1096, Governmental,1436611825301,Governmental,199999600.0,2014-07-02,2014.0,7.0,2016-12-03,2016.0,12.0,885.0,88825.0,RIYADH,Late
1097, Governmental,1436611825301,Governmental,238642000.0,2013-02-23,2013.0,2.0,2015-07-28,2015.0,7.0,885.0,79461.0,RIYADH,Late
1098, Governmental,1436611825301,Governmental,203526950.0,2013-02-23,2013.0,2.0,2015-07-28,2015.0,7.0,885.0,78462.0,RIYADH,Late
1099, Governmental,1436611825301,Governmental,199665710.0,2014-01-28,2014.0,1.0,2016-06-30,2016.0,6.0,884.0,79975.0,RIYADH,Late
1100, Governmental,1436611825301,Governmental,163024140.0,2013-02-23,2013.0,2.0,2015-07-28,2015.0,7.0,885.0,122829.0,RIYADH,Late
1101, Governmental,1436611825301,"Governmental, Health",,,,,,,,,,RIYADH,Under the construction
1102, Governmental,1436611825301,Governmental,170000000.0,2012-01-01,2012.0,1.0,2016-08-01,2016.0,8.0,1674.0,120477.0,RIYADH,Complete
1103, Governmental,1436611825301,Governmental,,,,,,,,,,BRAIDAH,Under the construction
1104, Governmental,1436611825301,Governmental,223477306.0,2012-12-26,2012.0,12.0,2014-12-30,2014.0,12.0,734.0,,RIYADH,Late
1105, Governmental,1436611825301,"Educational, Governmental",,,,,,,,,10000000.0,BISHA,Under the construction
1106, Governmental,1436611825301,Governmental,,,,,,,,,,AFEEF,Under the construction
1107, Governmental,1436611825301,"Governmental, Health",10367827110.0,2014-06-30,2014.0,6.0,,,,,2500000.0,RIYADH,Under the construction
1108, Governmental,1436611825301,Governmental,38423469.0,,,,,,,,15000.0,"ASEER, KAHMIS MUSHAIT",Under the construction
1109, Governmental,1436611825301,"Infrastructure, Tourist, Governmental",102288760.0,,,,2013-04-04,2013.0,4.0,,8000.0,"ASEER, KAHMIS MUSHAIT",Late
1110, Governmental,1436611825301,"Governmental, Health",2500000000.0,2013-04-16,2013.0,4.0,2022-04-16,2022.0,4.0,3287.0,2000000.0,SAKAKA,Under the construction
1111, Governmental,1436611825301,Governmental,10000000.0,2009-10-01,2009.0,10.0,2015-10-01,2015.0,10.0,2191.0,2375.0,HAFAR ALBATIN,Complete
1112, Governmental,1436611825301,"Educational, Governmental, Health",492855427.0,2011-01-07,2011.0,1.0,2017-04-03,2017.0,4.0,2278.0,145000.0,ALHASSA,Late
1113, Governmental,1436611825301,"Governmental, Health",4200000000.0,2012-02-01,2012.0,2.0,2019-02-01,2019.0,2.0,2557.0,1500000.0,ABHA,Late
1114, Governmental,1436611825301,"Infrastructure, Governmental, Health",49947540.0,2012-12-17,2012.0,12.0,2014-12-17,2014.0,12.0,730.0,7500.0,MEDINA,Stumbled
1115, Governmental,1436611825301,"Infrastructure, Governmental",400000000.0,,,,,,,,2000.0,BRAIDAH,Under the construction
1116, Governmental,1436611825301,Governmental,299000000.0,2012-05-01,2012.0,5.0,2016-11-30,2016.0,11.0,1674.0,44372.0,YANBAA,Late
1117, Governmental,1436611825301,"Infrastructure, Governmental",,2016-05-27,2016.0,5.0,,,,,,RIYADH,Under the construction
1118, Governmental,1436611825301,"Tourist, Governmental, Sports",,2016-05-01,2016.0,5.0,2017-05-01,2017.0,5.0,365.0,250000.0,RIYADH,Late
1119, Governmental,1436611825301,"Infrastructure, Governmental",70035899.0,2012-07-06,2012.0,7.0,2016-07-12,2016.0,7.0,1467.0,1500.0,RIYADH,Late
1120, Governmental,1436611825301,"Infrastructure, Governmental",144000000.0,,,,,,,,47000.0,ALTAIF,Under the construction
1121, Governmental,1436611825301,"Infrastructure, Governmental",75000000.0,2014-08-14,2014.0,8.0,,,,,,ARAR,Under the construction
1122, Governmental,1436611825301,"Educational, Governmental",32242388.0,2015-05-01,2015.0,5.0,,,,,,ALGHAZALA,Under the construction
1123, Governmental,1436611825301,"Educational, Governmental",84966192.0,2015-02-16,2015.0,2.0,,,,,,ALGHAZALA,Under the construction
1124, Governmental,1436611825301,"Governmental, Sports",80000000.0,2014-02-01,2014.0,2.0,,,,,50000.0,ALHASSA,Under the construction
1125, Governmental,1436611825301,"Governmental, Health",,,,,,,,,12575.0,RIYADH,Complete
1126, Governmental,1436611825301,"Governmental, Health",,2016-03-01,2016.0,3.0,2019-03-01,2019.0,3.0,1095.0,1339000.0,BRAIDAH,Late
1127, Governmental,1436611825301,Governmental,60000000.0,2014-12-10,2014.0,12.0,2017-11-12,2017.0,11.0,1068.0,6700.0,JAZAN,Late
1128, Governmental,1436611825301,Governmental,16000000.0,2014-02-27,2014.0,2.0,,,,,10000.0,JAZAN,Under the construction
1129, Governmental,1436611825301,"Commercial, Tourist, Educational, Governmental, Charity, Industrial",,,,,2008-12-31,2008.0,12.0,,189000.0,RIYADH,Complete
1130, Governmental,1436611825301,"Educational, Governmental, Health",,2008-05-13,2008.0,5.0,2013-04-23,2013.0,4.0,1806.0,6000000.0,RIYADH,Complete
1131, Governmental,1436611825301,Governmental,524000000.0,2007-07-08,2007.0,7.0,2010-02-03,2010.0,2.0,941.0,225000.0,RIYADH,Complete
1132, Governmental,1436611825301,Governmental,,,,,,,,,151000.0,MECCA,Announced
1133, Governmental,1436611825301,"Infrastructure, Educational, Governmental",64631782.0,2012-08-31,2012.0,8.0,2015-07-20,2015.0,7.0,1053.0,5100000.0,SHAQRA,Complete
1134, Governmental,1436611825301,"Infrastructure, Educational, Governmental",553000000.0,,,,,,,,9000000.0,HAIL,Under the construction
1135, Governmental,1436611825301,Governmental,16975981.0,2014-09-08,2014.0,9.0,,,,,,MEDINA,Under the construction
1136, Governmental,1436611825301,"Commercial, Tourist, Governmental, Sports",70200000.0,2015-01-01,2015.0,1.0,2016-01-26,2016.0,1.0,390.0,350000.0,JEDDAH,Complete
1137, Governmental,1436611825301,"Governmental, Sports",119780085.0,2012-08-28,2012.0,8.0,2015-03-14,2015.0,3.0,928.0,,ALKHARJ,Stumbled
1138, Governmental,1436611825301,"Governmental, Charity",41039813.0,2015-02-21,2015.0,2.0,,,,,,HAIL,Under the construction
1139, Governmental,1436611825301,Governmental,55677562.0,2014-04-30,2014.0,4.0,,,,,,HAIL,Under the construction
1140, Governmental,1436611825301,"Governmental, Health",719278164.0,2012-12-24,2012.0,12.0,,,,,366944.0,JAZAN,Under the construction
1141, Governmental,1436611825301,"Commercial, Governmental",214000000.0,2012-12-07,2012.0,12.0,2017-02-23,2017.0,2.0,1539.0,,JAZAN,Complete
1142, Governmental,1436611825301,"Educational, Governmental, Scientific, Health",,,,,,,,,,AD DIRIYAH,Under the construction
1143, Governmental,1436611825301,"Infrastructure, Governmental",,2006-06-14,2006.0,6.0,2009-06-14,2009.0,6.0,1096.0,417000000.0,"MEDINA, HAIL",Late
1144, Governmental,1436611825301,Governmental,,,,,,,,,100000.0,ASEER,Under the construction
1145, Governmental,1436611825301,Governmental,,,,,,,,,115000.0,RIYADH,Under the construction
1146, Governmental,1436611825301,Governmental,147000000.0,2010-11-09,2010.0,11.0,2012-11-09,2012.0,11.0,731.0,10000.0,RIYADH,Complete
1147, Governmental,1436611825301,Governmental,3500000000.0,,,,,,,,4800000.0,RIYADH,Under the construction
1148, Governmental,1436611825301,"Infrastructure, Governmental, Industrial",4666000000.0,2016-02-01,2016.0,2.0,2019-02-01,2019.0,2.0,1096.0,,WAAD ALSHAMAL,Late
1149, Governmental,1436611825301,"Infrastructure, Governmental, Industrial",5900000000.0,2012-03-12,2012.0,3.0,2015-03-12,2015.0,3.0,1095.0,,RIYADH,Complete
1150, Governmental,1436611825301,"Infrastructure, Governmental, Industrial",10000000000.0,2015-06-01,2015.0,6.0,2018-06-01,2018.0,6.0,1096.0,,RIYADH,Late
1151, Governmental,1436611825301,"Tourist, Governmental",,,,,,,,,200000.0,MEDINA,Announced
1152, Governmental,1436611825301,Governmental,303000000.0,2011-01-06,2011.0,1.0,,,,,228000.0,HAIL,Under the construction
1153, Governmental,1436611825301,"Educational, Governmental, Residential",,,,,,,,,,JAZAN,Under the construction
1154, Governmental,1436611825301,"Infrastructure, Governmental, Residential",,,,,,,,,,JAZAN,Under the construction
1155, Governmental,1436611825301,"Governmental, Health",270000000.0,2012-04-14,2012.0,4.0,2017-07-29,2017.0,7.0,1932.0,57409.0,JAZAN,Late
1156, Governmental,1436611825301,"Tourist, Governmental",,2015-09-06,2015.0,9.0,,,,,,JAZAN,Under the construction
1157, Governmental,1436611825301,Governmental,,2008-06-28,2008.0,6.0,,,,,100000.0,RIYADH,Complete
1158, Governmental,1436611825301,Governmental,,,,,,,,,5300.0,RIYADH,Complete
1159, Governmental,1436611825301,Governmental,,1998-04-01,1998.0,4.0,2001-01-21,2001.0,1.0,1026.0,,RIYADH,Complete
1160, Governmental,1436611825301,Governmental,45960181.0,2015-01-08,2015.0,1.0,2017-12-11,2017.0,12.0,1068.0,,JAZAN,Late
1161, Governmental,1436611825301,"Infrastructure, Governmental, Industrial",2500000000.0,2016-03-01,2016.0,3.0,2018-08-01,2018.0,8.0,883.0,,"TABUK, DHUBA",Late
1162, Governmental,1436611825301,"Infrastructure, Governmental, Industrial",5633000000.0,2015-06-01,2015.0,6.0,2018-06-01,2018.0,6.0,1096.0,,RIYADH,Late
1163, Governmental,1436611825301,Governmental,20394940.0,2013-06-12,2013.0,6.0,2017-05-24,2017.0,5.0,1442.0,,JAZAN,Complete
1164, Governmental,1436611825301,Governmental,91000000.0,2010-10-25,2010.0,10.0,,,,,,JAZAN,Under the construction
1165, Governmental,1436611825301,Governmental,19875435.0,2015-02-04,2015.0,2.0,,,,,,JAZAN,Under the construction
1166, Governmental,1436611825301,"Governmental, Health",1201000000.0,2014-09-01,2014.0,9.0,2017-09-01,2017.0,9.0,1096.0,,RIYADH,Late
1167, Governmental,1436611825301,"Infrastructure, Governmental",,,,,,,,,,RIYADH,Announced
1168, Governmental,1436611825301,"Hotel, Governmental, Scientific",,,,,,,,,55000.0,RIYADH,Suggested projects
1169, Governmental,1436611825301,"Infrastructure, Commercial, Tourist, Governmental",,,,,,,,,,ALBAHA,Under the construction
1170, Governmental,1436611825301,"Infrastructure, Governmental",2000000000.0,2007-07-16,2007.0,7.0,,,,,,ALBAHA,Under the construction
1171, Governmental,1436611825301,"Infrastructure, Governmental",,,,,,,,,18000000.0,RIYADH,Announced
1172, Governmental,1436611825301,"Infrastructure, Governmental",460966240.0,2014-04-01,2014.0,4.0,2017-04-01,2017.0,4.0,1096.0,3305.0,RIYADH,Late
1173, Governmental,1436611825301,"Infrastructure, Governmental",,,,,,,,,6000.0,RIYADH,Under the construction
1174, Governmental,1436611825301,"Infrastructure, Governmental",410583088.0,2010-12-01,2010.0,12.0,2014-02-01,2014.0,2.0,1158.0,8826.0,RIYADH,Complete
1175, Governmental,1436611825301,"Infrastructure, Governmental",705000000.0,2008-05-01,2008.0,5.0,2011-05-01,2011.0,5.0,1095.0,5280.0,RIYADH,Complete
1176, Governmental,1436611825301,"Infrastructure, Governmental",,2011-11-01,2011.0,11.0,2013-06-01,2013.0,6.0,578.0,1100.0,RIYADH,Complete
1177, Governmental,1436611825301,"Infrastructure, Governmental",148218176.0,2012-08-01,2012.0,8.0,2015-09-01,2015.0,9.0,1126.0,1500.0,RIYADH,Complete
1178, Governmental,1436611825301,"Infrastructure, Governmental",132361640.0,2011-09-01,2011.0,9.0,2014-02-01,2014.0,2.0,884.0,,RIYADH,Complete
1179, Governmental,1436611825301,"Infrastructure, Governmental",,2011-12-01,2011.0,12.0,2013-02-01,2013.0,2.0,428.0,1000.0,RIYADH,Complete
1180, Governmental,1436611825301,"Infrastructure, Governmental",102782440.0,2012-02-01,2012.0,2.0,2013-11-01,2013.0,11.0,639.0,335.0,RIYADH,Complete
1181, Governmental,1436611825301,"Infrastructure, Governmental, Residential",340135218.0,,,,,,,,,BADR,Suggested projects
1182, Governmental,1436611825301,"Hotel, Infrastructure, Commercial, Tourist, Educational, Governmental, Charity, Sports, Residential, Scientific, Industrial, Health",375000000000.0,2005-01-01,2005.0,1.0,2030-12-31,2030.0,12.0,9495.0,173000000.0,KING ABDULLAH CITY,Under the construction
1183, Governmental,1436611825301,"Infrastructure, Tourist, Governmental",,,,,,,,,130000.0,RIYADH,Under the construction
1184, Governmental,1436611825301,"Infrastructure, Tourist, Governmental",,,,,2012-04-10,2012.0,4.0,,,RIYADH,Complete
1185, Governmental,1436611825301,"Infrastructure, Tourist, Governmental",,,,,2012-04-10,2012.0,4.0,,,RIYADH,Complete
1186, Governmental,1436611825301,"Infrastructure, Governmental",55677569.0,2014-05-02,2014.0,5.0,,,,,,MEDINA,Under the construction
1187, Governmental,1436611825301,Governmental,35706933.0,2015-09-01,2015.0,9.0,2017-09-01,2017.0,9.0,731.0,,MEDINA,Late
1188, Governmental,1436611825301,"Infrastructure, Governmental",,,,,,,,,,MECCA,Under the construction
1189, Governmental,1436611825301,"Governmental, Charity",32797168.0,2015-12-01,2015.0,12.0,2017-05-28,2017.0,5.0,544.0,,MEDINA,Late
1190, Governmental,1436611825301,"Governmental, Scientific",,,,,,,,,13000.0,RIYADH,Stumbled
1191, Governmental,1436611825301,Governmental,,,,,2005-02-08,2005.0,2.0,,,RIYADH,Complete
1192, Governmental,1436611825301,"Infrastructure, Governmental",,2010-04-01,2010.0,4.0,2014-04-01,2014.0,4.0,1461.0,84000.0,MECCA,Complete
1193, Governmental,1436611825301,Governmental,,2010-03-01,2010.0,3.0,,,,,,MECCA,Under the construction
1194, Governmental,1436611825301,"Governmental, Residential",,,,,,,,,66500.0,MECCA,Under the construction
1195, Governmental,1436611825301,"Governmental, Residential, Health",,,,,,,,,66500.0,MECCA,Under the construction
1196, Governmental,1436611825301,"Educational, Governmental, Scientific, Industrial",,2008-05-13,2008.0,5.0,2014-10-27,2014.0,10.0,2358.0,,ALHASSA,Complete
1197, Governmental,1436611825301,"Hotel, Governmental",225000000.0,2011-12-01,2011.0,12.0,2016-12-01,2016.0,12.0,1827.0,100000.0,JAZAN,Late
1198, Governmental,1436611825301,"Hotel, Governmental",255000000.0,2011-12-12,2011.0,12.0,2016-12-12,2016.0,12.0,1827.0,103000.0,ALBAHA,Late
1199, Governmental,1436611825301,Governmental,128000000.0,,,,,,,,22000.0,ALDAMMAM,Announced
1200, Governmental,1436611825301,"Hotel, Governmental",,,,,,,,,,NAJRAN,Announced
1201, Governmental,1436611825301,"Hotel, Governmental, Residential",,2015-01-04,2015.0,1.0,2016-12-29,2016.0,12.0,725.0,530000.0,JEDDAH,Late
1202, Governmental,1436611825301,Governmental,61214794.0,2014-11-01,2014.0,11.0,2016-11-01,2016.0,11.0,731.0,,HAIL,Late
1203, Governmental,1436611825301,"Hotel, Governmental",275000000.0,2010-03-01,2010.0,3.0,2015-03-01,2015.0,3.0,1826.0,179200.0,HAIL,Complete
1204, Governmental,1436611825301,"Infrastructure, Governmental",16941400.0,2014-12-01,2014.0,12.0,2016-12-01,2016.0,12.0,731.0,,HAIL,Late
1205, Governmental,1436611825301,"Governmental, Residential",,,,,,,,,,TABUK,Under the construction
1206, Governmental,1436611825301,"Governmental, Residential",180285366.0,,,,,,,,,TABUK,Stumbled
1207, Governmental,1436611825301,"Governmental, Residential",,,,,,,,,,TABUK,Under the construction
1208, Governmental,1436611825301,"Infrastructure, Governmental",1623756000.0,2011-05-01,2011.0,5.0,2016-04-10,2016.0,4.0,1806.0,566000000.0,ALHASSA,Complete
1209, Governmental,1436611825301,"Tourist, Governmental",30474561.0,,,,2014-04-01,2014.0,4.0,,3400.0,ABHA,Complete
1210, Governmental,1436611825301,"Governmental, Charity",43000000.0,,,,,,,,,ABHA,Suggested projects
1211, Governmental,1436611825301,"Tourist, Governmental",28000000.0,,,,,,,,125000.0,ABHA,Complete
1212, Governmental,1436611825301,"Infrastructure, Tourist, Governmental",500000000.0,,,,,,,,2420000.0,ABHA,Under the construction
1213, Governmental,1436611825301,"Tourist, Governmental",130000000.0,,,,,,,,500000.0,ABHA,Under the construction
1214, Governmental,1436611825301,"Infrastructure, Tourist, Governmental",650000000.0,,,,,,,,2621164.0,ABHA,Under the construction
1215, Governmental,1436611825301,"Infrastructure, Governmental",,,,,,,,,130000.0,ALDAMMAM,Announced
1216, Governmental,1436611825301,"Infrastructure, Governmental",,2012-12-15,2012.0,12.0,,,,,4000000.0,MECCA,Under the construction
1217, Governmental,1436611825301,"Governmental, Health",290000000.0,2012-04-29,2012.0,4.0,,,,,1000020.0,HAIL,Under the construction
1218, Governmental,1436611825301,"Tourist, Governmental",,,,,,,,,,AD DIRIYAH,Announced
1219, Governmental,1436611825301,"Infrastructure, Educational, Governmental, Residential",421000000.0,,,,,,,,,MEDINA,Under the construction
1220, Governmental,1436611825301,"Tourist, Governmental",400000000.0,,,,2019-12-01,2019.0,12.0,,300000.0,RIYADH,Announced
1221, Governmental,1436611825301,"Educational, Governmental, Residential",142000000.0,2013-06-10,2013.0,6.0,2015-06-10,2015.0,6.0,730.0,,MEDINA,Late
1222, Governmental,1436611825301,"Governmental, Health",80000000.0,,,,,,,,1000000.0,MEDINA,Stumbled
1223, Governmental,1436611825301,"Educational, Governmental, Scientific, Health",,2008-05-13,2008.0,5.0,2015-08-26,2015.0,8.0,2661.0,,JEDDAH,Complete
1224, Governmental,1436611825301,"Hotel, Tourist, Educational, Governmental, Residential",,,,,,,,,2800000.0,ALJUBAIL,Announced
1225, Governmental,1436611825301,"Hotel, Governmental",26000000000.0,2009-01-01,2009.0,1.0,2015-01-01,2015.0,1.0,2191.0,,JEDDAH,Complete
1226, Governmental,1436611825301,"Infrastructure, Governmental",1625709312.0,2009-08-25,2009.0,8.0,2013-05-08,2013.0,5.0,1352.0,11000000.0,RIYADH,Complete
1227, Governmental,1436611825301,"Tourist, Governmental",45000000.0,2011-06-04,2011.0,6.0,2018-05-01,2018.0,5.0,2523.0,15000.0,ALDAMMAM,Late
1228, Governmental,1436611825301,"Educational, Governmental, Health",,,,,2016-02-15,2016.0,2.0,,,RIYADH,Complete
1229, Governmental,1436611825301,"Governmental, Health",4500000000.0,,,,,,,,700000.0,ALDHAHRAN,Announced
1230, Governmental,1436611825301,"Governmental, Sports",86882065.0,2008-06-01,2008.0,6.0,2015-11-19,2015.0,11.0,2727.0,,HAIL,Complete
1231, Governmental,1436611825301,"Governmental, Industrial",,,,,,,,,12000000.0,ALJUBAIL,Under the construction
1232, Governmental,1436611825301,"Commercial, Governmental",101250000.0,,,,,,,,281602.0,RIYADH,Under the construction
1233, Governmental,1436611825301,"Infrastructure, Governmental",121000000.0,2013-05-17,2013.0,5.0,2017-05-17,2017.0,5.0,1461.0,1800.0,ALHASSA,Complete
1234, Governmental,1436611825301,"Educational, Governmental",,,,,,,,,87000.0,RIYADH,Complete
1235, Governmental,1436611825301,"Infrastructure, Governmental",63000000000.0,,,,2018-09-25,2018.0,9.0,,445000000.0,"MECCA, KING ABDULLAH CITY, MEDINA, JEDDAH",Complete
1236, Governmental,1436611825301,"Tourist, Governmental",,,,,,,,,,TABUK,Complete
1237, Governmental,1436611825301,Governmental,,,,,,,,,,TABUK,Under the construction
1238, Governmental,1436611825301,"Tourist, Governmental",100000000.0,2010-07-01,2010.0,7.0,2015-12-31,2015.0,12.0,2009.0,100000.0,TABUK,Complete
1239, Governmental,1436611825301,Governmental,45000000.0,,,,,,,,,TABUK,Announced
1240, Governmental,1436611825301,"Tourist, Governmental",,,,,,,,,,MEDINA,Under the construction
1241, Governmental,1436611825301,"Infrastructure, Governmental",143000000.0,,,,2008-01-01,2008.0,1.0,,13750000000.0,ALULA,Complete
1242, Governmental,1436611825301,"Infrastructure, Governmental",346000000.0,,,,2011-06-01,2011.0,6.0,,,NAJRAN,Complete
1243, Governmental,1436611825301,"Infrastructure, Governmental",200000000.0,,,,2011-05-15,2011.0,5.0,,675000.0,TABUK,Complete
1244, Governmental,1436611825301,"Infrastructure, Governmental",,,,,,,,,14000000.0,SAKAKA,Announced
1245, Governmental,1436611825301,"Infrastructure, Governmental",,,,,,,,,1600000.0,ALQURAYYAT,Announced
1246, Governmental,1436611825301,"Infrastructure, Governmental",,,,,,,,,8600000.0,YANBAA,Announced
1247, Governmental,1436611825301,"Infrastructure, Governmental",45000000000.0,2016-06-01,2016.0,6.0,2022-12-31,2022.0,12.0,2404.0,951000000.0,JEDDAH,Announced
