,sectors,sector_budgets,type_project,budget_project,startday_project,start_year,start_month,enddate_project,end_year,end_month,duration_project,project_area,region_project,status_project
684, Tourist,672120928423,"Hotel, Commercial, Tourist",,,,,,,,,,MECCA,Announced
685, Tourist,672120928423,"Tourist, Governmental",,,,,,,,,,AD DIRIYAH,Announced
686, Tourist,672120928423,"Hotel, Infrastructure, Commercial, Tourist, Residential",60000000.0,,,,,,,,80000.0,MEDINA,Stumbled
687, Tourist,672120928423,"Tourist, Governmental",400000000.0,,,,2019-12-01,2019.0,12.0,,300000.0,RIYADH,Announced
688, Tourist,672120928423,"Commercial, Tourist",,2011-12-24,2011.0,12.0,,,,,92000.0,HAIL,Under the construction
689, Tourist,672120928423,"Hotel, Commercial, Tourist",,,,,,,,,,MECCA,Announced
690, Tourist,672120928423,"Hotel, Commercial, Tourist",2300000000.0,2014-01-12,2014.0,1.0,2016-12-27,2016.0,12.0,1080.0,,MECCA,Late
691, Tourist,672120928423,"Hotel, Commercial, Tourist",2600000000.0,2012-12-15,2012.0,12.0,2018-04-01,2018.0,4.0,1933.0,,MECCA,Late
692, Tourist,672120928423,Tourist,350000000.0,2013-06-01,2013.0,6.0,2017-04-01,2017.0,4.0,1400.0,1000000.0,ALHASSA,Late
693, Tourist,672120928423,"Hotel, Tourist, Educational, Governmental, Residential",,,,,,,,,2800000.0,ALJUBAIL,Announced
694, Tourist,672120928423,"Hotel, Commercial, Tourist",1490000000.0,2013-03-21,2013.0,3.0,2018-04-01,2018.0,4.0,1837.0,11375.0,MECCA,Late
695, Tourist,672120928423,"Hotel, Commercial, Tourist",1200000000.0,,,,,,,,136000.0,RIYADH,Announced
696, Tourist,672120928423,"Hotel, Commercial, Tourist, Residential",,,,,,,,,,ALKHOBAR,Suggested projects
697, Tourist,672120928423,"Hotel, Commercial, Tourist",250000000.0,2011-04-10,2011.0,4.0,2015-03-15,2015.0,3.0,1435.0,52000.0,ALHASSA,Complete
698, Tourist,672120928423,"Tourist, Governmental",45000000.0,2011-06-04,2011.0,6.0,2018-05-01,2018.0,5.0,2523.0,15000.0,ALDAMMAM,Late
699, Tourist,672120928423,"Hotel, Commercial, Tourist, Residential",34000000000.0,,,,,,,,100000000.0,ALHASSA,Announced
700, Tourist,672120928423,"Commercial, Tourist, Residential",,,,,,,,,106914.0,ALKHOBAR,Announced
701, Tourist,672120928423,"Hotel, Commercial, Tourist",3717400000.0,2011-01-01,2011.0,1.0,2017-05-31,2017.0,5.0,2342.0,23000.0,MECCA,Complete
702, Tourist,672120928423,"Commercial, Tourist",,2013-07-29,2013.0,7.0,,,,,120000.0,MEDINA,Under the construction
703, Tourist,672120928423,"Hotel, Commercial, Tourist",,,,,2017-07-11,2017.0,7.0,,216362.0,JEDDAH,Late
704, Tourist,672120928423,"Commercial, Tourist",,,,,2018-10-01,2018.0,10.0,,221728.0,JEDDAH,Announced
705, Tourist,672120928423,"Commercial, Tourist",200000000.0,2015-01-01,2015.0,1.0,2016-12-31,2016.0,12.0,730.0,4000.0,JEDDAH,Complete
706, Tourist,672120928423,"Hotel, Commercial, Tourist",500000000.0,,,,1998-01-01,1998.0,1.0,,,JEDDAH,Complete
707, Tourist,672120928423,"Tourist, Governmental",,,,,,,,,,TABUK,Complete
708, Tourist,672120928423,"Tourist, Governmental",100000000.0,2010-07-01,2010.0,7.0,2015-12-31,2015.0,12.0,2009.0,100000.0,TABUK,Complete
709, Tourist,672120928423,"Tourist, Governmental",,,,,,,,,,MEDINA,Under the construction
710, Tourist,672120928423,"Infrastructure, Tourist, Governmental, Charity",,,,,,,,,,MEDINA,Suggested projects
711, Tourist,672120928423,"Commercial, Tourist",,,,,2014-02-03,2014.0,2.0,,93000.0,RIYADH,Complete
712, Tourist,672120928423,"Commercial, Tourist",,2013-06-01,2013.0,6.0,2015-05-25,2015.0,5.0,723.0,38360.0,AL-JUBAIL,Complete
713, Tourist,672120928423,"Infrastructure, Tourist, Governmental",,,,,,,,,35000.0,MEDINA,Under the construction
714, Tourist,672120928423,"Commercial, Tourist",91000000.0,2015-10-01,2015.0,10.0,2017-01-15,2017.0,1.0,472.0,55000.0,ALDAMMAM,Complete
715, Tourist,672120928423,"Hotel, Commercial, Tourist, Residential",4600000000.0,2013-04-01,2013.0,4.0,2020-12-31,2020.0,12.0,2831.0,530000.0,JEDDAH,Under the construction
716, Tourist,672120928423,"Infrastructure, Tourist, Governmental",135506447.0,2011-07-02,2011.0,7.0,2013-04-24,2013.0,4.0,662.0,36000000.0,JEDDAH,Complete
717, Tourist,672120928423,"Hotel, Commercial, Tourist, Residential",,2017-01-01,2017.0,1.0,,,,,30375.0,JEDDAH,Announced
718, Tourist,672120928423,"Commercial, Tourist",,,,,2016-09-20,2016.0,9.0,,77969.0,RIYADH,Complete
719, Tourist,672120928423,"Commercial, Tourist",,,,,2017-07-01,2017.0,7.0,,93562.0,RIYADH,Late
720, Tourist,672120928423,"Commercial, Tourist",,,,,2017-07-01,2017.0,7.0,,100304.0,RIYADH,Late
721, Tourist,672120928423,"Hotel, Tourist, Governmental",,,,,,,,,,RIYADH,Announced
722, Tourist,672120928423,"Tourist, Governmental",,,,,2016-10-18,2016.0,10.0,,61300.0,RIYADH,Late
723, Tourist,672120928423,"Tourist, Educational, Governmental, Scientific",,2011-01-01,2011.0,1.0,2016-12-31,2016.0,12.0,2191.0,200000.0,RIYADH,Late
724, Tourist,672120928423,"Tourist, Sports",,,,,2018-02-15,2018.0,2.0,,18116.0,RIYADH,Suggested projects
725, Tourist,672120928423,"Tourist, Educational, Governmental",,,,,,,,,54000.0,RIYADH,Under the construction
726, Tourist,672120928423,"Tourist, Educational, Governmental",,,,,,,,,7679.0,RIYADH,Stumbled
727, Tourist,672120928423,"Hotel, Infrastructure, Commercial, Tourist, Residential, Health",,,,,,,,,144780.0,RIYADH,Under the construction
728, Tourist,672120928423,"Hotel, Commercial, Tourist",,,,,,,,,1360000.0,JEDDAH,Under the construction
729, Tourist,672120928423,"Tourist, Governmental",,,,,2018-04-19,2018.0,4.0,,2826.0,RIYADH,Stumbled
730, Tourist,672120928423,"Hotel, Commercial, Tourist, Residential",,,,,2016-01-04,2016.0,1.0,,,RIYADH,Complete
731, Tourist,672120928423,"Tourist, Governmental",841757548.0,,,,2018-02-19,2018.0,2.0,,13600.0,RIYADH,Late
732, Tourist,672120928423,"Hotel, Commercial, Tourist, Educational, Residential, Health",,2004-03-21,2004.0,3.0,,,,,3300000.0,ALDAMMAM,Under the construction
733, Tourist,672120928423,"Tourist, Governmental",,2011-07-01,2011.0,7.0,2016-09-20,2016.0,9.0,1908.0,,RIYADH,Complete
734, Tourist,672120928423,"Tourist, Educational, Governmental",,,,,2017-12-31,2017.0,12.0,,106680.0,RIYADH,Late
735, Tourist,672120928423,"Infrastructure, Tourist, Governmental",937500000.0,2011-01-01,2011.0,1.0,2016-12-31,2016.0,12.0,2191.0,36000000.0,RIYADH,Late
736, Tourist,672120928423,"Hotel, Commercial, Tourist, Residential",1500000000.0,2013-12-01,2013.0,12.0,2018-12-30,2018.0,12.0,1855.0,400000.0,ALJUBAIL,Late
737, Tourist,672120928423,"Tourist, Governmental",129000000.0,2013-01-01,2013.0,1.0,2014-01-15,2014.0,1.0,379.0,400000.0,ALDAMMAM,Complete
738, Tourist,672120928423,"Hotel, Infrastructure, Commercial, Tourist",,2014-05-01,2014.0,5.0,2017-01-19,2017.0,1.0,994.0,,MEDINA,Complete
739, Tourist,672120928423,"Hotel, Commercial, Tourist",,2017-01-25,2017.0,1.0,,,,,74932.0,BRAIDAH,Under the construction
740, Tourist,672120928423,"Commercial, Tourist",1000000000.0,2006-08-01,2006.0,8.0,2009-08-01,2009.0,8.0,1096.0,331000.0,ALKHOBAR,Stumbled
741, Tourist,672120928423,"Commercial, Tourist, Residential",4000000000.0,2011-06-01,2011.0,6.0,,,,,2800000.0,ALKHOBAR,Under the construction
742, Tourist,672120928423,"Infrastructure, Commercial, Tourist, Residential, Health",,2017-08-01,2017.0,8.0,2025-12-31,2025.0,12.0,3074.0,,MECCA,Under the construction
743, Tourist,672120928423,"Commercial, Tourist",,2014-07-01,2014.0,7.0,2019-04-30,2019.0,4.0,1764.0,76656.0,RIYADH,Late
744, Tourist,672120928423,"Tourist, Governmental",796984811.0,2015-07-01,2015.0,7.0,2017-08-25,2017.0,8.0,786.0,727281.0,JEDDAH,Complete
745, Tourist,672120928423,"Tourist, Governmental, Scientific",394000000.0,2011-05-01,2011.0,5.0,2017-08-31,2017.0,8.0,2314.0,234717.0,AD DIRIYAH,Late
746, Tourist,672120928423,"Tourist, Governmental",,2010-07-20,2010.0,7.0,2015-04-09,2015.0,4.0,1724.0,16000000.0,RIYADH,Complete
747, Tourist,672120928423,"Commercial, Tourist, Educational, Governmental, Residential, Scientific, Health",,,,,,,,,720000.0,RIYADH,Under the construction
748, Tourist,672120928423,"Infrastructure, Commercial, Tourist, Governmental",,,,,2015-06-01,2015.0,6.0,,300000.0,RIYADH,Complete
749, Tourist,672120928423,"Infrastructure, Tourist, Governmental",,2010-01-03,2010.0,1.0,2016-03-10,2016.0,3.0,2258.0,3400000.0,RIYADH,Complete
750, Tourist,672120928423,"Hotel, Infrastructure, Tourist, Educational, Governmental, Health",55000000000.0,2014-07-22,2014.0,7.0,2017-07-22,2017.0,7.0,1096.0,1600000.0,MEDINA,Late
751, Tourist,672120928423,"Infrastructure, Tourist, Educational, Governmental, Residential, Health",,2011-03-05,2011.0,3.0,,,,,83000000.0,MECCA,Announced
752, Tourist,672120928423,"Hotel, Commercial, Tourist, Sports",,,,,2018-12-31,2018.0,12.0,,624000.0,RIYADH,Late
753, Tourist,672120928423,"Hotel, Infrastructure, Commercial, Tourist, Educational, Governmental, Charity, Residential, Health",25000000000.0,2009-04-15,2009.0,4.0,2024-04-15,2024.0,4.0,5479.0,4800000.0,MEDINA,Under the construction
754, Tourist,672120928423,"Hotel, Commercial, Tourist",,2017-01-01,2017.0,1.0,2019-05-01,2019.0,5.0,850.0,96911.0,ALDAMMAM,Late
755, Tourist,672120928423,"Tourist, Governmental",230000000.0,2010-08-01,2010.0,8.0,2017-08-05,2017.0,8.0,2561.0,4000000.0,ALKHOBAR,Late
756, Tourist,672120928423,"Tourist, Educational, Governmental",,,,,,,,,4000.0,AD DIRIYAH,Announced
757, Tourist,672120928423,"Infrastructure, Commercial, Tourist, Governmental",49987907.0,2003-02-22,2003.0,2.0,2011-04-01,2011.0,4.0,2960.0,65000.0,TABUK,Complete
758, Tourist,672120928423,"Commercial, Tourist",,,,,,,,,21600.0,TABUK,Complete
759, Tourist,672120928423,"Infrastructure, Commercial, Tourist, Governmental, Residential",,,,,,,,,1700000.0,JEDDAH,Announced
760, Tourist,672120928423,"Commercial, Tourist",,2015-02-02,2015.0,2.0,2017-05-21,2017.0,5.0,839.0,90000.0,TABUK,Late
761, Tourist,672120928423,"Tourist, Educational, Governmental, Sports",197205696.0,2012-04-11,2012.0,4.0,2016-11-17,2016.0,11.0,1681.0,150351.0,JEDDAH,Complete
762, Tourist,672120928423,"Commercial, Tourist, Residential",,,,,,,,,,JEDDAH,Suggested projects
763, Tourist,672120928423,"Tourist, Governmental",,,,,,,,,,JEDDAH,Canceled
764, Tourist,672120928423,"Tourist, Governmental",1227000000.0,2014-02-27,2014.0,2.0,,,,,2400000.0,RIYADH,Under the construction
765, Tourist,672120928423,"Hotel, Commercial, Tourist, Residential",,2015-11-07,2015.0,11.0,2019-11-09,2019.0,11.0,1463.0,40000.0,ALKHOBAR,Under the construction
766, Tourist,672120928423,"Tourist, Governmental",,2015-04-04,2015.0,4.0,2018-06-10,2018.0,6.0,1163.0,1070950.0,ALDAMMAM,Announced
767, Tourist,672120928423,"Commercial, Tourist, Governmental",,,,,,,,,,TABUK,Under the construction
768, Tourist,672120928423,"Commercial, Tourist",,2016-11-05,2016.0,11.0,2020-11-07,2020.0,11.0,1463.0,150251.0,ALDHAHRAN,Under the construction
769, Tourist,672120928423,"Hotel, Commercial, Tourist",,2015-06-20,2015.0,6.0,2018-06-10,2018.0,6.0,1086.0,2100.0,ALDAMMAM,Late
770, Tourist,672120928423,"Tourist, Governmental, Sports",215609660.0,2012-01-18,2012.0,1.0,2015-05-07,2015.0,5.0,1205.0,240000.0,RIYADH,Complete
771, Tourist,672120928423,"Commercial, Tourist",2000000000.0,2016-05-17,2016.0,5.0,2019-03-15,2019.0,3.0,1032.0,115000.0,RIYADH,Late
772, Tourist,672120928423,"Hotel, Tourist, Governmental",13000000000.0,2014-01-01,2014.0,1.0,2019-07-01,2019.0,7.0,2007.0,60000.0,MECCA,Late
773, Tourist,672120928423,"Hotel, Tourist",,2013-02-09,2013.0,2.0,2017-02-28,2017.0,2.0,1480.0,7589.0,RIYADH,Complete
774, Tourist,672120928423,"Tourist, Governmental, Scientific",1600000000.0,2010-05-01,2010.0,5.0,2016-06-05,2016.0,6.0,2227.0,45000.0,ALDHAHRAN,Complete
775, Tourist,672120928423,"Hotel, Commercial, Tourist, Residential",800000000.0,2015-06-11,2015.0,6.0,2018-01-03,2018.0,1.0,937.0,10285.0,RIYADH,Late
776, Tourist,672120928423,"Hotel, Commercial, Tourist",,2015-04-07,2015.0,4.0,2017-02-08,2017.0,2.0,673.0,151060.0,RIYADH,Late
777, Tourist,672120928423,"Commercial, Tourist",500000000.0,2014-10-09,2014.0,10.0,2017-10-31,2017.0,10.0,1118.0,132000.0,RIYADH,Complete
778, Tourist,672120928423,"Tourist, Governmental",600000000.0,2011-10-15,2011.0,10.0,2018-02-10,2018.0,2.0,2310.0,250000.0,ALDAMMAM,Late
779, Tourist,672120928423,"Commercial, Tourist",300000000.0,2015-12-01,2015.0,12.0,2018-03-31,2018.0,3.0,851.0,165000.0,TABUK,Complete
780, Tourist,672120928423,"Hotel, Commercial, Tourist",10000000000.0,2016-01-14,2016.0,1.0,2019-01-18,2019.0,1.0,1100.0,400000.0,RIYADH,Announced
781, Tourist,672120928423,"Infrastructure, Tourist, Governmental, Residential",6400000000.0,2010-02-01,2010.0,2.0,2030-12-31,2030.0,12.0,7638.0,1200000.0,MECCA,Under the construction
782, Tourist,672120928423,"Hotel, Commercial, Tourist",10500000000.0,,,,,,,,866000.0,RIYADH,Announced
783, Tourist,672120928423,"Infrastructure, Commercial, Tourist, Governmental, Residential, Scientific",6200000000.0,,,,2017-03-31,2017.0,3.0,,1900000.0,RIYADH,Complete
784, Tourist,672120928423,"Hotel, Commercial, Tourist",5625000000.0,2013-09-01,2013.0,9.0,2017-09-01,2017.0,9.0,1461.0,136000.0,JEDDAH,Late
785, Educational,567443636867,"Educational, Residential",,,,,,,,,,KING ABDULLAH CITY,Announced
786, Educational,567443636867,"Educational, Health",,,,,,,,,,JEDDAH,Announced
787, Educational,567443636867,"Educational, Governmental",134000001.0,2015-12-01,2015.0,12.0,,,,,150000.0,RABIGH,Under the construction
788, Educational,567443636867,Educational,,,,,,,,,70000.0,ALKHOBAR,Announced
789, Educational,567443636867,Educational,,2015-09-01,2015.0,9.0,2017-12-31,2017.0,12.0,852.0,33000.0,JEDDAH,Complete
790, Educational,567443636867,Educational,,,,,,,,,24000.0,ALKHAFJI,Announced
791, Educational,567443636867,Educational,,,,,,,,,,JEDDAH,Suggested projects
792, Educational,567443636867,Educational,,2018-09-13,2018.0,9.0,,,,,20000.0,ALDAMMAM,Under the construction
793, Educational,567443636867,"Educational, Charity, Sports",62000000.0,2016-06-20,2016.0,6.0,2018-12-31,2018.0,12.0,924.0,18000.0,ALKHOBAR,Late
794, Educational,567443636867,Educational,,,,,,,,,8021.0,MECCA,Announced
795, Educational,567443636867,"Educational, Charity",200000000.0,,,,,,,,100000.0,MEDINA,Announced
796, Educational,567443636867,"Educational, Residential",,2018-01-01,2018.0,1.0,,,,,16200.0,ALKHOBAR,Under the construction
797, Educational,567443636867,Educational,100000000.0,2016-02-01,2016.0,2.0,2018-12-31,2018.0,12.0,1064.0,10000.0,MECCA,Late
798, Educational,567443636867,Educational,,2017-06-01,2017.0,6.0,2019-12-31,2019.0,12.0,943.0,29000.0,RIYADH,Under the construction
799, Educational,567443636867,"Educational, Governmental",281250000.0,2009-01-01,2009.0,1.0,2014-02-28,2014.0,2.0,1884.0,47100.0,HAIL,Complete
800, Educational,567443636867,"Educational, Governmental",450000000.0,2013-01-01,2013.0,1.0,,,,,83000.0,SAKAKA,Under the construction
801, Educational,567443636867,"Educational, Governmental",,2014-09-01,2014.0,9.0,2024-12-31,2024.0,12.0,3774.0,240000.0,RIYADH,Under the construction
802, Educational,567443636867,"Educational, Scientific",,,,,,,,,,KING ABDULLAH CITY,Announced
803, Educational,567443636867,"Educational, Governmental, Health",,,,,,,,,,JEDDAH,Suggested projects
804, Educational,567443636867,Educational,,,,,2020-12-31,2020.0,12.0,,31336.0,JEDDAH,Announced
805, Educational,567443636867,Educational,375000000.0,2003-10-18,2003.0,10.0,2007-09-30,2007.0,9.0,1443.0,92410.0,JEDDAH,Complete
806, Educational,567443636867,"Educational, Residential",42000000000.0,,,,,,,,0.0,JEDDAH,Stumbled
807, Educational,567443636867,"Commercial, Educational",,,,,,,,,64155.0,ALDAMMAM,Under the construction
808, Educational,567443636867,"Educational, Governmental",,,,,,,,,20000.0,NAJRAN,Suggested projects
809, Educational,567443636867,"Educational, Governmental",,,,,,,,,,RIYADH,Under the construction
810, Educational,567443636867,"Infrastructure, Educational, Health",700000000.0,,,,,,,,36223.0,JEDDAH,Announced
811, Educational,567443636867,"Commercial, Educational, Charity, Residential, Health",4000000000.0,2006-10-01,2006.0,10.0,,,,,600000.0,BRAIDAH,Under the construction
812, Educational,567443636867,"Educational, Governmental",5280000000.0,2009-01-01,2009.0,1.0,,,,,,"MECCA, ALMUZAHMIYA, ALJMUM, ALBARABIR, RIYADH, JEDDAH",Under the construction
813, Educational,567443636867,"Commercial, Educational",,,,,,,,,220000.0,MEDINA,Announced
814, Educational,567443636867,"Educational, Governmental",64339743.0,2011-11-07,2011.0,11.0,2015-01-12,2015.0,1.0,1162.0,,ALTAIF,Complete
815, Educational,567443636867,"Educational, Governmental",464221707.0,2012-06-04,2012.0,6.0,2015-06-10,2015.0,6.0,1101.0,,ALHASSA,Complete
816, Educational,567443636867,"Educational, Governmental",80257121.0,2010-01-01,2010.0,1.0,2013-01-31,2013.0,1.0,1126.0,,JEDDAH,Complete
817, Educational,567443636867,"Commercial, Educational",,2011-05-17,2011.0,5.0,,,,,1200000.0,"منطقة القصيم, البكيرية",Under the construction
818, Educational,567443636867,"Educational, Governmental",150000000.0,2012-01-10,2012.0,1.0,,,,,,JEDDAH,Under the construction
819, Educational,567443636867,"Educational, Governmental",91483407.0,2010-01-01,2010.0,1.0,2015-12-31,2015.0,12.0,2190.0,,JEDDAH,Complete
820, Educational,567443636867,"Educational, Governmental",162000000.0,2010-02-01,2010.0,2.0,2012-06-30,2012.0,6.0,880.0,,JEDDAH,Stumbled
821, Educational,567443636867,"Commercial, Educational",,,,,,,,,880000.0,ALDHAHRAN,Announced
822, Educational,567443636867,"Commercial, Educational",,,,,,,,,220000.0,JEDDAH,Announced
823, Educational,567443636867,"Hotel, Commercial, Educational, Residential",,2014-04-01,2014.0,4.0,,,,,,JEDDAH,Under the construction
824, Educational,567443636867,Educational,,2016-01-01,2016.0,1.0,,,,,,JEDDAH,Under the construction
825, Educational,567443636867,"Tourist, Educational",,,,,,,,,,RIYADH,Stumbled
826, Educational,567443636867,"Commercial, Educational, Health",1500000000.0,,,,,,,,58000.0,MECCA,Announced
827, Educational,567443636867,Educational,80000000.0,,,,,,,,,RIYADH,Complete
828, Educational,567443636867,"Hotel, Infrastructure, Commercial, Tourist, Educational, Charity, Sports, Residential, Health",4000000000.0,,,,,,,,,"ASEER, KAHMIS MUSHAIT",Announced
829, Educational,567443636867,Educational,120000000.0,2008-11-15,2008.0,11.0,2012-09-13,2012.0,9.0,1398.0,,KING ABDULLAH CITY,Complete
830, Educational,567443636867,"Hotel, Commercial, Tourist, Educational, Sports, Residential, Health",,,,,,,,,4200000.0,RIYADH,Under the construction
831, Educational,567443636867,Educational,86000000.0,2014-09-01,2014.0,9.0,2017-10-31,2017.0,10.0,1156.0,,AL-JUBAIL,Late
832, Educational,567443636867,"Commercial, Educational",,,,,2019-09-30,2019.0,9.0,,277000.0,RIYADH,Announced
833, Educational,567443636867,"Commercial, Educational",1500000000.0,,,,,,,,212950.0,AD DIRIYAH,Announced
834, Educational,567443636867,"Tourist, Educational",,,,,,,,,1500.0,MEDINA,Complete
835, Educational,567443636867,"Hotel, Commercial, Educational, Residential, Health",,2016-01-01,2016.0,1.0,,,,,250000.0,RIYADH,Under the construction
836, Educational,567443636867,"Educational, Sports",261879368.0,,,,2016-12-30,2016.0,12.0,,40946.0,ABHA,Late
837, Educational,567443636867,"Commercial, Educational, Governmental, Charity, Residential, Health",1500000000.0,,,,2017-12-31,2017.0,12.0,,,KING ABDULLAH CITY,Late
838, Educational,567443636867,"Educational, Health",,,,,,,,,85000.0,"منطقة القصيم, البكيرية",Announced
839, Educational,567443636867,"Hotel, Infrastructure, Commercial, Educational, Residential, Health",2900000000.0,,,,,,,,7000000.0,RIYADH,Announced
840, Educational,567443636867,"Educational, Governmental",,,,,,,,,10000000.0,BISHA,Under the construction
841, Educational,567443636867,"Educational, Governmental, Health",492855427.0,2011-01-07,2011.0,1.0,2017-04-03,2017.0,4.0,2278.0,145000.0,ALHASSA,Late
842, Educational,567443636867,"Educational, Residential",190596309.0,2010-02-27,2010.0,2.0,2012-08-27,2012.0,8.0,912.0,324654.0,RIYADH,Late
843, Educational,567443636867,"Educational, Sports",,,,,,,,,15000.0,MEDINA,Complete
844, Educational,567443636867,"Educational, Sports",,,,,,,,,,ALTAIF,Announced
845, Educational,567443636867,"Educational, Governmental",32242388.0,2015-05-01,2015.0,5.0,,,,,,ALGHAZALA,Under the construction
846, Educational,567443636867,"Educational, Governmental",84966192.0,2015-02-16,2015.0,2.0,,,,,,ALGHAZALA,Under the construction
