sectors,sector_budgets,sector_num_projects,name_project,type_project,budget_project,startday_project,enddate_project,area_project,region_project,status_project
 سكني,709916354518,394,مدينة المارينا – Marina City                  ,"فندقي, تجاري, ترفيهي/سياحي, تعليمي, سكني, صحي",,21-03-2004,,3300000 متر مربع,"المنطقة الشرقية, الدمام",تحت الإنشاء
 سكني,709916354518,394,إسكان أعضاء هيئة التدريس بجامعة القصيم – Establish faculty ho...                  ,"حكومي, سكني",681673752.0,02-07-2011,02-07-2014,640.000 مترمربع,"منطقة القصيم, بريدة",متأخر
 سكني,709916354518,394,إسكان الحرس الوطني بالمدينة المنورة – National Guard Housing Ma...                  ,"حكومي, سكني",1523418000.0,05-09-2012,,1.283.948 متر مربع,"منطقة المدينة المنورة, المدينة المنورة",تحت الإنشاء
 سكني,709916354518,394,مارينا دارين -Dareen Marina                  ,"فندقي, تجاري, ترفيهي/سياحي, سكني",1500000000.0,01-12-2013,30-12-2018,"400,000 متر مربع","المنطقة الشرقية, الجبيل الصناعية",متأخر
 سكني,709916354518,394,الضاحية السكنية بخليج سلمان – Salman Housing                  ,"البنية التحتية, حكومي, سكني",,22-06-2011,01-04-2020,3 مليون م2,"منطقة مكة المكرمة, جدة",تحت الإنشاء
 سكني,709916354518,394,ضاحية أم الجود – UMM AL JOUD                  ,"البنية التحتية, تجاري, سكني",,,,750000,"مكة المكرمة, منطقة مكة المكرمة",تحت الإنشاء
 سكني,709916354518,394,ضاحية منال – Manal Suburb                  ,"تجاري, سكني",,01-10-2015,,٨٠٠٠٠٠٠ م٢,"منطقة الرياض, الرياض",المشاريع المقترحة
 سكني,709916354518,394,ميراج السعودية – Saudi Mirage                  ,"فندقي, تجاري, سكني",,01-01-2013,,"202,000 م2","منطقة الرياض, الرياض",تحت الإنشاء
 سكني,709916354518,394,تلال الوصيل – إسكان موظفي سابك – SABIC Riyadh Compound                  ,"تجاري, سكني",2094000000.0,11-02-2014,18-04-2018,1.850.000 مترمربع,"منطقة الرياض, الرياض",مكتمل
 سكني,709916354518,394,برج رافال – Burj Rafal                  ,"تجاري, سكني",1850000000.0,01-01-2011,01-01-2014,20.000 مترمربع,"منطقة الرياض, الرياض",مكتمل
 سكني,709916354518,394,تطوير جبل عمر (JODC)                  ,"فندقي, البنية التحتية, تجاري, سكني",33100000000.0,02-07-2008,,"230,000 مترمربع","مكة المكرمة, منطقة مكة المكرمة",تحت الإنشاء
 سكني,709916354518,394,فلل دار الجوار  – Dar Al Jewar                  ,"البنية التحتية, تجاري, سكني",,05-01-2011,,"586,000 متر مربع","منطقة المدينة المنورة, المدينة المنورة",تحت الإنشاء
 سكني,709916354518,394,تلال النسيم بمكة المكرمة – Naseem in Makkah                  ,"فندقي, ديني/خيري, سكني",,,,57550 متر مربع,"مكة المكرمة, منطقة مكة المكرمة",تحت الإنشاء
 سكني,709916354518,394,خليج الدانة في الخبر – Dana Bay in Al Khobar                  ,"تجاري, ترفيهي/سياحي, سكني",4000000000.0,01-06-2011,,2800000 متر مربع,"المنطقة الشرقية, الخبر",تحت الإنشاء
 سكني,709916354518,394,تطوير مجمع الكعكي – The Kaaki Development                  ,"البنية التحتية, تجاري, ترفيهي/سياحي, سكني, صحي",,01-08-2017,31-12-2025,,"مكة المكرمة, منطقة مكة المكرمة",تحت الإنشاء
 سكني,709916354518,394,ابراج الراشد السكنية في الخبر – Al Rashid Residence Towers Khobar...                  ,"تجاري, سكني",,05-05-2012,20-05-2017,9500 متر مربع,"المنطقة الشرقية, الخبر",متأخر
 سكني,709916354518,394,فندق برج داماك باراماونت – DAMAC Towers by Paramount Hotels & Resort...                  ,"تجاري, سكني",,04-03-2013,31-10-2017,,"منطقة الرياض, الرياض",مكتمل
 سكني,709916354518,394,غولدن تاور – Golden Tower                  ,"تجاري, سكني",,01-02-2013,01-04-2017,"5,000 مترمربع","منطقة مكة المكرمة, جدة",متأخر
 سكني,709916354518,394,أوقاف جامعة الملك سعود – King Saud University – Awqaf                  ,"تجاري, ترفيهي/سياحي, تعليمي, حكومي, سكني, علمي, صحي",,,,720000 م2,"منطقة الرياض, الرياض",تحت الإنشاء
 سكني,709916354518,394,إسكان المدينة المنورة – Housing in Madinah                  ,"البنية التحتية, حكومي, سكني",182000000.0,01-10-2013,,1.600.270م2,"منطقة المدينة المنورة, المدينة المنورة",تحت الإنشاء
 سكني,709916354518,394,اسكان الطائف – Taif Housing                  ,"البنية التحتية, حكومي, سكني",,,,"12,000,000 مترمربع","منطقة مكة المكرمة, الطائف",معلن عنه
 سكني,709916354518,394,مستشفى الميقات العام – Meeqat General Hospital                  ,"البنية التحتية, حكومي, ديني/خيري, سكني, صحي",416000000.0,17-06-2012,01-06-2016,64500 مترمربع,"منطقة المدينة المنورة, المدينة المنورة",متأخر
 سكني,709916354518,394,رافال ريزيدنس – Rafal Residence                  ,"فندقي, تجاري, سكني",165000000.0,01-06-2013,01-10-2016,,"منطقة الرياض, الرياض",مكتمل
 سكني,709916354518,394,بوابة مكة – Makkah Gate                  ,"البنية التحتية, ترفيهي/سياحي, تعليمي, حكومي, سكني, صحي",,05-03-2011,,"83,000,000 مترمربع","مكة المكرمة, منطقة مكة المكرمة",معلن عنه
 سكني,709916354518,394,مدينة المعرفة الاقتصادية – Knowledge Economic City                  ,"فندقي, البنية التحتية, تجاري, ترفيهي/سياحي, تعليمي, حكومي, ديني/خيري, سكني, صحي",25000000000.0,15-04-2009,15-04-2024,4800000 مترمربع,"منطقة المدينة المنورة, المدينة المنورة",تحت الإنشاء
 سكني,709916354518,394,إسكان المجمعة – Al Majmaa Housing                  ,"حكومي, سكني",,,,٥٢٥٠٠٠ مترمربع,"منطقة الرياض, المجمعة",تحت الإنشاء
 سكني,709916354518,394,المدينة الهجومية بالحرس الوطني – Building of Combat Training City...                  ,"حكومي, سكني",,,,78000 مترمربع,"منطقة الرياض, الرياض",مكتمل
 سكني,709916354518,394,قلب جدة – Heart of Jeddah                  ,"البنية التحتية, تجاري, ترفيهي/سياحي, حكومي, سكني",,,,1700000  مترمربع,"منطقة مكة المكرمة, جدة",معلن عنه
 سكني,709916354518,394,أسواق جدة ومجمع سكني – Jeddah Souks                  ,"تجاري, ترفيهي/سياحي, سكني",,,,,"منطقة مكة المكرمة, جدة",المشاريع المقترحة
 سكني,709916354518,394,مسكن البنك الإسلامي للتنمية – Islamic Development Bank Building                  ,"ديني/خيري, سكني",,,,"106,838 مترمربع","منطقة مكة المكرمة, جدة",المشاريع المقترحة
 سكني,709916354518,394,واجهة اجدان البحرية – Ajdan Water Front                  ,"فندقي, تجاري, ترفيهي/سياحي, سكني",,07-11-2015,09-11-2019,"40,000 مترمربع","المنطقة الشرقية, الخبر",تحت الإنشاء
 سكني,709916354518,394,جي ون – J One                  ,"تجاري, سكني",,05-07-2016,31-07-2018,"15,700مترمربع","منطقة مكة المكرمة, جدة",مكتمل
 سكني,709916354518,394,برج المجلس – Almajlis Tower                  ,"تجاري, سكني",,,,,"منطقة مكة المكرمة, جدة",المشاريع المقترحة
 سكني,709916354518,394,برج اليجانس‬ – Elegance Tower                  ,"تجاري, سكني",,,,5695 متر مربع,"منطقة الرياض, الرياض",تحت الإنشاء
 سكني,709916354518,394,ابراج السواري السكنية في الخبر                  ,"تجاري, سكني",300000000.0,10-05-2014,20-04-2018,11700 متر مربع,"المنطقة الشرقية, الخبر",متأخر
 سكني,709916354518,394,رافال سكاي جاردنز – Rafal Sky Gardens                  ,"فندقي, تجاري, ترفيهي/سياحي, سكني",800000000.0,11-06-2015,03-01-2018,10.285 متر مربع,"منطقة الرياض, الرياض",متأخر
 سكني,709916354518,394,الشعيل سنتر – AL-Shuail Center                  ,"تجاري, سكني",,,,6.000 مترمربع,"منطقة الرياض, الرياض",تحت الإنشاء
 سكني,709916354518,394,أبراج بيات بلازا – Bayat Plaza Towers                  ,"فندقي, تجاري, سكني",500000000.0,,31-12-2017,,"منطقة مكة المكرمة, جدة",متأخر
 سكني,709916354518,394,ضاحية سمايا الرياض – SAMAYA RIYADH                  ,"البنية التحتية, تجاري, سكني",1000000000.0,,,1.000.000 مترمربع,"منطقة الرياض, الرياض",تحت الإنشاء
 سكني,709916354518,394,طريق الملك عبدالعزيز بمكة المكرمة – KAAR                  ,"البنية التحتية, ترفيهي/سياحي, حكومي, سكني",6400000000.0,01-02-2010,31-12-2030,1.200.000 مترمربع,"مكة المكرمة, منطقة مكة المكرمة",تحت الإنشاء
 سكني,709916354518,394,الرائدة المدينة الرقمية – AlRAIDAH Digital City                  ,"البنية التحتية, تجاري, ترفيهي/سياحي, حكومي, سكني, علمي",6200000000.0,,31-03-2017,"1,900,000 مترمربع","منطقة الرياض, الرياض",مكتمل
 علمي,403038920637,39,تطوير مكتبة دار العلوم – Dar Al Uloum Development                  ,"ديني/خيري, علمي",,,,"25,000 متر مربع","منطقة الجوف, سكاكا",معلن عنه
 علمي,403038920637,39,مركز الأبحاث – Think Tank                  ,"فندقي, تجاري, ترفيهي/سياحي, علمي",,,,,"منطقة مكة المكرمة, مدينة الملك عبدالله الاقتصادية",المشاريع المقترحة
 علمي,403038920637,39,مجمع التكنولوجيا والثقافة – Technology and Culture Aggregator                  ,"ترفيهي/سياحي, علمي",,,,"208,000 متر مربع","منطقة مكة المكرمة, مدينة الملك عبدالله الاقتصادية",المشاريع المقترحة
 علمي,403038920637,39,مكتبة الحرم – Al Haram Library                  ,"حكومي, ديني/خيري, علمي",,,,"18,000 متر مربع","مكة المكرمة, منطقة مكة المكرمة",معلن عنه
 علمي,403038920637,39,حي الابتكار – Innovation District                  ,"تعليمي, علمي",,,,,"منطقة مكة المكرمة, مدينة الملك عبدالله الاقتصادية",معلن عنه
 علمي,403038920637,39,واحة التقنية – Taif Techno Valley                  ,"حكومي, علمي, صناعي",1000000000.0,,31-12-2030,"35,000,000 متر مربع","منطقة مكة المكرمة, الطائف",تحت الإنشاء
 علمي,403038920637,39,استدامة – Estidamah                  ,علمي,121000000.0,01-10-2013,31-12-2015,"50,219 متر مربع","منطقة الرياض, الرياض",مكتمل
 علمي,403038920637,39,مركز ومدرسة الفنون بالدرعية – Addiriyah arts centre and art school...                  ,"ترفيهي/سياحي, حكومي, علمي",80000000.0,,,7،615 متر مربع,"منطقة الرياض, الدرعية",معلن عنه
 علمي,403038920637,39,معهد الامير سلطان لأبحاث التقنيات المتقدمة – Prince Sulta...                  ,علمي,,,,"44,000 مترمربع","منطقة الرياض, الرياض",المشاريع المقترحة
 علمي,403038920637,39,مركز القصيم العلمي – Al Qassim Science Center                  ,"حكومي, علمي",50000000.0,01-03-2015,,40.000 مترمربع,"منطقة القصيم, عنيزة",تحت الإنشاء
 علمي,403038920637,39,جامعة الأعمال والتكنلوجيا – University of Business and Technology                  ,علمي,,01-01-2017,,"10,000","منطقة مكة المكرمة, جدة",تحت الإنشاء
 علمي,403038920637,39,الاكاديمية السعودية للطياران – Saudi Aviation Flight Academy                  ,"حكومي, علمي",50000000.0,01-01-2014,,"23,504",منطقة الرياض,تحت الإنشاء
 علمي,403038920637,39,كلية الجبيل الجامعية                  ,"حكومي, سكني, علمي",,14-08-2015,31-12-2019,"2,000,000","الجبيل, الجبيل الصناعية",تحت الإنشاء
 علمي,403038920637,39,موطن الإبتكار من مبادارات سابك                  ,علمي,,,25-05-2016,,"منطقة الرياض, الرياض",مكتمل
 علمي,403038920637,39,مشروع محطة تحلية المياه بالطاقة الشمسية في الخفجي                  ,"البنية التحتية, علمي",550000000.0,29-01-2015,31-01-2017,,"المنطقة الشرقية, الخفجي",متأخر
 علمي,403038920637,39,وادي الرياض للتقنية                  ,"تعليمي, علمي",100000000.0,22-07-2008,,"1,700,000 م2","منطقة الرياض, الرياض",متعثر
 علمي,403038920637,39,مركز الأبحاث الطبية بجامعة الملك سعود                  ,"تعليمي, حكومي, علمي, صحي",,,,12000,"منطقة الرياض, الدرعية",تحت الإنشاء
 علمي,403038920637,39,مقر وزارة التجارة و الاستثمار والجهات التابعة لها (بار�...                  ,"فندقي, حكومي, علمي",,,,"55,000 مترمربع","منطقة الرياض, الرياض",المشاريع المقترحة
 علمي,403038920637,39,جامعة الملك عبدالله للعلوم والتقنية                  ,"تعليمي, علمي",10000000000.0,21-10-2007,23-09-2009,36 مليون متر مربع,"منطقة مكة المكرمة, مدينة الملك عبدالله الاقتصادية",مكتمل
 علمي,403038920637,39,مدينة الملك عبدالله للطاقة الذرية والمتجددة                  ,"علمي, صناعي",,,,,"منطقة الرياض, الرياض",معلن عنه
 علمي,403038920637,39,مدينة الملك عبد الله الاقتصادية – KAEC                  ,"فندقي, البنية التحتية, تجاري, ترفيهي/سياحي, تعليمي, حكومي, ديني/خيري, رياضي, سكني, علمي, صناعي, صحي",375000000000.0,01-01-2005,31-12-2030,173 كم ²,"منطقة مكة المكرمة, مدينة الملك عبدالله الاقتصادية",تحت الإنشاء
 علمي,403038920637,39,كليات الريان الأهلية                  ,"البنية التحتية, تجاري, تعليمي, علمي, صحي",,09-03-2013,,,"منطقة المدينة المنورة, المدينة المنورة",تحت الإنشاء
 علمي,403038920637,39,معهد الملك عبدالله لتنقية النانو                  ,"حكومي, علمي",,,,13.000 مترمربع,"منطقة الرياض, الرياض",متعثر
 علمي,403038920637,39,مركز سابك لتطوير تطبيقات البلاستيك                  ,علمي,,10-12-2010,30-09-2012,"80,000 متر مربع","منطقة الرياض, الرياض",مكتمل
 علمي,403038920637,39,مركز الأمير نايف لأبحاث العلوم الصحية                  ,"تعليمي, علمي",,02-02-2011,02-02-2013,23.000 مترمربع,"منطقة الرياض, الرياض",متأخر
 علمي,403038920637,39,المدينة الجامعية لجامعة الملك سعود بن عبدالعزيز للعلو�...                  ,"تعليمي, حكومي, علمي, صناعي",,13-05-2008,27-10-2014,,"المنطقة الشرقية, الأحساء",مكتمل
 علمي,403038920637,39,جامعة الملك سعود بن عبد العزيز للعلوم الصحية بجدة – K...                  ,"تعليمي, حكومي, علمي, صحي",,13-05-2008,26-08-2015,200000,"منطقة مكة المكرمة, جدة",مكتمل
 علمي,403038920637,39,مقر المؤسسة العربية للاتصالات الفضائية (عربسات) – Arab...                  ,"تجاري, علمي",,,,,"منطقة الرياض, الرياض",تحت الإنشاء
 علمي,403038920637,39,واحة الملك سلمان للعلوم – King Salman Science Oasis                  ,"ترفيهي/سياحي, تعليمي, حكومي, علمي",,01-01-2011,31-12-2016,200.000 مترمربع,"منطقة الرياض, الرياض",متأخر
 علمي,403038920637,39,مستشفى الملك فيصل التخصصي و مركز الابحاث جدة – King Faisa...                  ,"حكومي, علمي, صحي",1770420638.0,01-09-2013,,21527820.83,"منطقة مكة المكرمة, جدة",تحت الإنشاء
 علمي,403038920637,39,مركز قباء الحضاري – Quba Center                  ,"ديني/خيري, علمي",,,,,"منطقة المدينة المنورة, المدينة المنورة",معلن عنه
 علمي,403038920637,39,النادي الأدبي الثقافي -Literary Club of Hail                  ,"حكومي, ديني/خيري, علمي",23500000.0,,12-04-2016,"10,000 مترمربع","منطقة حائل, حائل",مكتمل
 علمي,403038920637,39,تطوير حي الطريف التاريخي – The Atturaif Development                  ,"ترفيهي/سياحي, حكومي, علمي",394000000.0,01-05-2011,31-08-2017,234.717 مترمربع,"منطقة الرياض, الدرعية",متأخر
 علمي,403038920637,39,أوقاف جامعة الملك سعود – King Saud University – Awqaf                  ,"تجاري, ترفيهي/سياحي, تعليمي, حكومي, سكني, علمي, صحي",,,,720000 م2,"منطقة الرياض, الرياض",تحت الإنشاء
 علمي,403038920637,39,وادي مكة للتقنية – Wadi Makkah                  ,"حكومي, علمي",4000000000.0,20-09-2014,20-09-2024,400000 مترمربع,"مكة المكرمة, منطقة مكة المكرمة",تحت الإنشاء
 علمي,403038920637,39,مركز الملك عبدالعزيز الثقافي العالمي – King Abdulaziz Centre f...                  ,"ترفيهي/سياحي, حكومي, علمي",1600000000.0,01-05-2010,05-06-2016,45000 متر مربع,"المنطقة الشرقية, الظهران",مكتمل
 علمي,403038920637,39,مركز أبحاث التقنية الحيوية في ‫مدينة الملك عبدالعزيز �...                  ,"حكومي, علمي",,25-09-2014,16-06-2016,,"منطقة الرياض, الرياض",متأخر
 علمي,403038920637,39,الرائدة المدينة الرقمية – AlRAIDAH Digital City                  ,"البنية التحتية, تجاري, ترفيهي/سياحي, حكومي, سكني, علمي",6200000000.0,,31-03-2017,"1,900,000 مترمربع","منطقة الرياض, الرياض",مكتمل
 علمي,403038920637,39,مركز الملك عبد الله للدراسات والبحوث البترولية – KAPSA...                  ,"حكومي, علمي",2000000000.0,14-09-2011,20-01-2016,530،000 مترمربع,"منطقة الرياض, الرياض",مكتمل
 صناعي,1091256760152,109,واحة بن زقر اللوجستية – Binzagr logistics park                  ,صناعي,,01-04-2018,30-09-2019,"63,453 متر مربع","منطقة مكة المكرمة, مدينة الملك عبدالله الاقتصادية",تحت الإنشاء
 صناعي,1091256760152,109,أنابيب نقل أكسيد الإيثلين وأكسيد البروبلين – Ethylene Oxi...                  ,صناعي,,03-03-2019,,,"المنطقة الشرقية, الجبيل الصناعية",تحت الإنشاء
 صناعي,1091256760152,109,مصنع رفد الصناعة للأنابيب – Rifd Industry Pipe Factory                  ,صناعي,53000000.0,01-01-2018,30-09-2019,"7,500 متر مربع","المنطقة الشرقية, الجبيل الصناعية",تحت الإنشاء
 صناعي,1091256760152,109,مصنع ايبكس فارما – Apex Pharma                  ,صناعي,,01-12-2018,31-12-2020,"49,960 متر مربع","منطقة مكة المكرمة, مدينة الملك عبدالله الاقتصادية",تحت الإنشاء
 صناعي,1091256760152,109,مصنع البيوتانول – Butanol Plant                  ,صناعي,1938000000.0,23-06-2013,31-03-2016,,"المنطقة الشرقية, الجبيل الصناعية",مكتمل
 صناعي,1091256760152,109,المصنع السعودي للفحم البترولي المكلس – Saudi Calcined Petroleu...                  ,صناعي,1500000000.0,01-07-2019,31-12-2021,"250,000 متر مربع","المنطقة الشرقية, الجبيل الصناعية",معلن عنه
 صناعي,1091256760152,109,قرية العبيكان و ماسك – Obeikan & Masic Village                  ,"فندقي, تجاري, صناعي",,,,"163,000 متر مربع","منطقة الرياض, الرياض",المشاريع المقترحة
 صناعي,1091256760152,109,مصنع أرتك جدة – ARTIC Plant Jeddah                  ,صناعي,,01-01-2015,,"52,000 متر مربع","منطقة مكة المكرمة, جدة",تحت الإنشاء
 صناعي,1091256760152,109,مصنع أجهزة الحفر العربية – The Arabian Rig Manufacturing                  ,صناعي,,,,"400,000 متر مربع","المنطقة الشرقية, رأس الخير",معلن عنه
 صناعي,1091256760152,109,مجمع غاز جازان – Jazan Gas Complex                  ,صناعي,27000000000.0,24-05-2016,31-12-2019,"16,000,000 متر مربع","منطقة جازان, مدينة جازان للصناعات الاساسية والتحويلية",تحت الإنشاء
 صناعي,1091256760152,109,مركز البيانات و الأرشفة البنك الأهلي التجاري – NCB Data...                  ,صناعي,150000000.0,01-10-2017,,"28,178 متر مربع","منطقة مكة المكرمة, مدينة الملك عبدالله الاقتصادية",تحت الإنشاء
 صناعي,1091256760152,109,مصنع حمض الليمون – Citric Acid Plant                  ,صناعي,190000000.0,01-01-2017,,"88,000 متر مربع","منطقة مكة المكرمة, جدة",تحت الإنشاء
 صناعي,1091256760152,109,مصانع منتجون ماسك اللوجستية – Factories Montijoon Masic Logistics                  ,صناعي,,01-10-2017,31-12-2020,"120,136 متر مربع","منطقة مكة المكرمة, جدة",تحت الإنشاء
 صناعي,1091256760152,109,ثروات لوجستيك سيتي – Tharwat Logistic City                  ,"تجاري, سكني, صناعي",,01-05-2017,,"1,700,000 متر مربع","منطقة الرياض, الرياض",تحت الإنشاء
 صناعي,1091256760152,109,صناعية الشمال – North Industrial                  ,"تجاري, صناعي",,01-03-2017,,"250,000 متر مربع","منطقة الرياض, الرياض",تحت الإنشاء
 صناعي,1091256760152,109,مصنع عصر البذور الزيتية – Yanbu Oil Mill Plant                  ,صناعي,500000000.0,15-06-2003,31-12-2007,"90,000 متر مربع","ينبع, منطقة المدينة المنورة",مكتمل
 صناعي,1091256760152,109,مصنع التيتانيوم الإسفنجي – Titanium Sponge Plant                  ,صناعي,6000000000.0,26-02-2016,31-07-2018,"220,000 متر مربع","ينبع, منطقة المدينة المنورة",مكتمل
 صناعي,1091256760152,109,صوامع جازان – Jazan Silos                  ,"حكومي, صناعي",560000000.0,31-12-2011,30-04-2016,"150,000 متر مربع","منطقة جازان, جازان",مكتمل
 صناعي,1091256760152,109,بتروكيماويات بان آسيا – Pan Asia Petrochemicals                  ,صناعي,14250000000.0,31-12-2018,,"2,460,000 متر مربع","منطقة جازان, مدينة جازان للصناعات الاساسية والتحويلية",معلن عنه
 صناعي,1091256760152,109,مصهر الإلمينيت – Ilmenite Smelter Plant                  ,صناعي,2062500000.0,02-06-2012,07-03-2014,"1,000,000 متر مربع","منطقة جازان, مدينة جازان للصناعات الاساسية والتحويلية",مكتمل
 صناعي,1091256760152,109,مصنع شركة الحبوب السعودية للاعلاف الغذائية – Saudi Grain...                  ,صناعي,30000000.0,01-12-2014,31-12-2019,"123,600 متر مربع","منطقة القصيم, بريدة",تحت الإنشاء
 صناعي,1091256760152,109,انيرجيا السعودية – Energya Cables Saudi Arabia                  ,صناعي,1000000000.0,,24-07-2013,"300,000 متر مربع","منطقة مكة المكرمة, رابغ",مكتمل
 صناعي,1091256760152,109,مجمع الناغي الصناعي – Naghi Industrial Complex                  ,صناعي,,,,"1,100,000 متر مربع","منطقة مكة المكرمة, مدينة الملك عبدالله الاقتصادية",معلن عنه
 صناعي,1091256760152,109,مجمع معادن للفوسفات – Phosphate Complex                  ,صناعي,21000000000.0,01-01-2009,31-12-2016,,"المنطقة الشرقية, رأس الخير",مكتمل
 صناعي,1091256760152,109,مصنع الأصباغ الوطنية – National Paint Factory                  ,صناعي,,26-04-2016,,"53,472 متر مربع","منطقة مكة المكرمة, مدينة الملك عبدالله الاقتصادية",معلن عنه
 صناعي,1091256760152,109,مجمع مصنع الفرسان – Al Forsan Factory Complex                  ,صناعي,120000000.0,15-12-2012,,"1,500,000 متر مربع","منطقة مكة المكرمة, مدينة الملك عبدالله الاقتصادية",تحت الإنشاء
 صناعي,1091256760152,109,المناطق اللوجستية مدن 1 – Logistics Parks Modon 1                  ,صناعي,,01-03-2016,,"120,000 متر مربع","منطقة مكة المكرمة, جدة",تحت الإنشاء
 صناعي,1091256760152,109,مصنع المونيوم – Aluminum Smelter                  ,صناعي,40500000000.0,01-09-2009,31-12-2013,,"المنطقة الشرقية, رأس الخير",مكتمل
 صناعي,1091256760152,109,واحة مدن بالقصيم – Modon Oasis in Al Qassim                  ,صناعي,,,,1.000.000 مترمربع,"منطقة القصيم, بريدة",معلن عنه
 صناعي,1091256760152,109,محطة غاز مدين – Midyan Gas Plant                  ,صناعي,3000000000.0,01-10-2012,,,منطقة تبوك,تحت الإنشاء
 صناعي,1091256760152,109,مصنع شركة الأغذية المبتكرة – The Innovative Food Factory                  ,صناعي,52500000.0,01-01-2018,,,"منطقة الرياض, مدينة سدير للصناعة والأعمال",تحت الإنشاء
 صناعي,1091256760152,109,ابن سينا – Ibn Sina                  ,صناعي,1500000000.0,01-01-1982,31-12-2017,,"المنطقة الشرقية, الجبيل الصناعية",مكتمل
 صناعي,1091256760152,109,ابن زهر – Ibn Zahr                  ,صناعي,2000000000.0,01-01-1984,31-12-2008,,"المنطقة الشرقية, الجبيل الصناعية",مكتمل
 صناعي,1091256760152,109,ابن رشد – Ibn Rushd                  ,صناعي,3500000000.0,01-01-1993,31-12-1995,,"ينبع, منطقة المدينة المنورة",مكتمل
 صناعي,1091256760152,109,ينبت – Yanpet                  ,صناعي,12375000000.0,01-01-1980,31-12-1985,,"ينبع, منطقة المدينة المنورة",مكتمل
 صناعي,1091256760152,109,ناتبت – NATPET                  ,صناعي,802500000.0,01-03-2006,31-12-2009,"760,000 متر مربع","ينبع, منطقة المدينة المنورة",مكتمل
 صناعي,1091256760152,109,ينساب – Yansab                  ,صناعي,20000000000.0,01-09-2005,15-07-2009,"2,000,000 متر مربع","ينبع, منطقة المدينة المنورة",مكتمل
 صناعي,1091256760152,109,ياسرف – Yasref                  ,صناعي,31875000000.0,14-01-2012,01-04-2015,"5,200,000 متر مربع","ينبع, منطقة المدينة المنورة",مكتمل
 صناعي,1091256760152,109,مصنع واحة الالياف الزجاجية – Fiber Glass Oasis Plant                  ,صناعي,874000000.0,01-02-2009,31-12-2015,"128,000 متر مربع","ينبع, منطقة المدينة المنورة",مكتمل
 صناعي,1091256760152,109,مصنع روست مايسترو –  Roast Maestro Plant                  ,صناعي,,01-05-2016,,"50,000 متر مربع","ينبع, منطقة المدينة المنورة",تحت الإنشاء
 صناعي,1091256760152,109,واحة التقنية – Taif Techno Valley                  ,"حكومي, علمي, صناعي",1000000000.0,,31-12-2030,"35,000,000 متر مربع","منطقة مكة المكرمة, الطائف",تحت الإنشاء
 صناعي,1091256760152,109,صناعية عسفان – Asfan Industrial City                  ,صناعي,,01-07-2014,,"5,000,000 متر مربع","منطقة مكة المكرمة, جدة",تحت الإنشاء
 صناعي,1091256760152,109,مجمع الرياض للاستثمار – Riyadh Investment Park                  ,"البنية التحتية, تجاري, سكني, صناعي",,,,11 مليون متر مربع,"منطقة الرياض, الرياض",تحت الإنشاء
 صناعي,1091256760152,109,مصنع العلا المتقدمه للأبواب و النوافذ الخشبيه – Al-Ola...                  ,صناعي,,01-05-2016,28-12-2017,19685.04,"منطقة الرياض, مدينة سدير للصناعة والأعمال",متأخر
 صناعي,1091256760152,109,ذا لوجستكس بارك – The Logistics Park                  ,صناعي,,01-09-2016,,"1,000,000 متر مربع","منطقة الرياض, الرياض",تحت الإنشاء
 صناعي,1091256760152,109,المجموعة الوطنية للاستزراع المائي – National Aquaculture Group...                  ,صناعي,,01-12-1995,31-12-2013,"250,000,000 متر مربع","منطقة مكة المكرمة, الليث",مكتمل
 صناعي,1091256760152,109,المسبوكات – Almusbokat                  ,صناعي,55000000.0,01-09-2012,31-12-2017,"20,000 متر مربع","منطقة مكة المكرمة, جدة",مكتمل
 صناعي,1091256760152,109,مصنع سامكو – SAMCO Plant                  ,صناعي,,,,,"منطقة مكة المكرمة, جدة",تحت الإنشاء
 صناعي,1091256760152,109,مصنع إتحاد صناعة العلب المحدودة –  Consolidated Can Manufacturer Co...                  ,صناعي,118579500.0,01-02-2014,31-03-2016,"79,053","منطقة مكة المكرمة, جدة",مكتمل
 صناعي,1091256760152,109,مصنع بيبسيكو – Pepsico Plant                  ,صناعي,,26-04-2013,30-09-2015,"55,000","المنطقة الشرقية, الدمام",مكتمل
 صناعي,1091256760152,109,مصنع ببسي – Pepsi Mega Plant                  ,صناعي,,01-09-2012,,"300,000","منطقة مكة المكرمة, جدة",تحت الإنشاء
 صناعي,1091256760152,109,مصنع الشاملة – Shamla Pharmaceutical Plant                  ,صناعي,60000000.0,21-02-2011,,,"منطقة مكة المكرمة, مدينة الملك عبدالله الاقتصادية",تحت الإنشاء
 صناعي,1091256760152,109,مصنع و مستودع دلة ترين – Dallah Trane Manufacturing & Warehouse                  ,صناعي,,16-03-2017,30-11-2017,"22,500","منطقة مكة المكرمة, مدينة الملك عبدالله الاقتصادية",معلن عنه
 صناعي,1091256760152,109,مصنع مارس – Mars Factory                  ,صناعي,225000000.0,15-02-2012,03-12-2014,,"منطقة مكة المكرمة, مدينة الملك عبدالله الاقتصادية",مكتمل
 صناعي,1091256760152,109,توسعة مصنع سبيماكو الدوائية – Expansion of Spimaco Pharmaceutical Fact...                  ,"تجاري, صناعي",123750000.0,07-06-2016,10-10-2017,11.000 مترمربع,"منطقة القصيم, بريدة",متأخر
